--- Session started : 2021-08-29-123953
Algorithm being used is 'Replace Missing Values With Modal'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              17                  1          1          0     
1              51                  1          0          0     
2              56                  1          0          1     
3              113                 1          1          1     
4              69                  1          0          1     
5              20                  1          0          1     
6              105                 1          0          0     
7              102                 1          0          0     
8              87                  1          0          0     
9              37                  1          0          0     
10             107                 1          0          0     
11             56                  1          1          1     
12             77                  1          0          0     
13             42                  1          0          0     
14             106                 1          0          0     
15             109                 1          0          0     
16             17                  1          1          0     
17             56                  1          0          1     
18             38                  1          0          0     
19             47                  1          0          1     
20             30                  1          0          0     
21             95                  1          0          0     
22             98                  1          0          0     
23             95                  1          1          0     
24             114                 1          1          1     
25             17                  1          1          0     
26             63                  1          0          0     
27             86                  1          1          1     
28             17                  1          0          0     
29             84                  1          0          0     
30             60                  1          1          0     
31             83                  1          0          0     
32             26                  1          1          1     
33             77                  1          0          0     
34             107                 1          0          0     
35             98                  1          1          0     
36             34                  1          0          1     
37             44                  1          1          1     
38             8                   1          1          1     
39             98                  1          0          0     
40             53                  1          1          0     
41             91                  1          0          0     
42             63                  1          0          0     
43             100                 1          1          0     
44             99                  1          1          1     
45             4                   1          1          0     
46             30                  1          0          0     
47             71                  1          1          1     
48             5                   1          0          1     
49             77                  1          0          0     
50             98                  1          0          0     
51             56                  1          0          1     
52             46                  1          0          1     
53             39                  1          0          0     
54             28                  1          0          1     
55             40                  1          1          0     
56             59                  1          0          0     
57             64                  1          1          1     
58             45                  1          0          0     
59             44                  1          1          1     
60             107                 1          1          0     
61             28                  1          0          1     
62             53                  1          0          0     
63             61                  1          1          1     
64             61                  1          0          1     
65             86                  1          0          1     
66             90                  1          0          0     
67             76                  1          1          1     
68             48                  1          0          1     
69             30                  1          0          0     
70             103                 1          1          1     
71             74                  1          0          0     
72             7                   1          1          0     
73             76                  1          1          1     
74             15                  1          1          1     
75             53                  1          0          0     
76             28                  1          1          1     
77             34                  1          1          1     
78             17                  1          0          0     
79             69                  1          1          1     
80             53                  1          0          0     
81             68                  1          0          0     
82             69                  1          0          1     
83             9                   1          0          0     
84             15                  1          1          1     
85             64                  1          1          1     
86             87                  1          0          0     
87             76                  1          0          1     
88             55                  1          1          0     
89             41                  1          0          0     
90             100                 1          1          0     
91             80                  1          0          0     
92             44                  1          1          1     
93             79                  1          1          0     
94             77                  1          0          0     
95             38                  1          0          0     
96             80                  1          0          0     
97             72                  1          1          0     
98             82                  1          1          1     
99             109                 1          0          0     
100            80                  1          1          0     
101            86                  1          1          1     
102            14                  1          1          0     
103            56                  1          0          1     
104            72                  1          0          0     
105            95                  1          0          0     
106            64                  1          1          1     
107            47                  1          0          1     
108            70                  1          0          0     
109            52                  1          1          1     
110            98                  1          1          0     
111            28                  1          1          1     
112            91                  1          0          0     
113            44                  1          1          1     
114            53                  1          0          0     
115            92                  1          1          0     
116            41                  1          1          0     
117            113                 1          0          1     
118            79                  1          0          0     
119            24                  1          0          0     
120            42                  1          0          0     
121            2                   1          0          0     
122            70                  1          0          0     
123            13                  1          0          0     
124            86                  1          0          1     
125            62                  1          0          0     
126            86                  1          1          1     
127            60                  1          1          0     
128            28                  1          1          1     
129            79                  1          0          0     
130            71                  1          1          1     
131            27                  1          1          0     
132            52                  1          1          1     
133            77                  1          1          0     
134            48                  1          0          1     
135            30                  1          0          0     
136            106                 1          0          0     
137            44                  1          1          1     
138            62                  1          0          0     
139            87                  1          0          0     
140            107                 1          0          0     
141            42                  1          0          0     
142            77                  1          0          0     
143            16                  1          1          0     
144            15                  1          0          1     
145            24                  1          1          0     
146            113                 1          1          1     
147            41                  1          0          0     
148            29                  1          0          0     
149            30                  1          0          0     
150            30                  1          0          0     
151            95                  1          0          0     
152            39                  1          0          0     
153            42                  1          0          0     
154            41                  1          0          0     
155            49                  1          0          0     
156            82                  1          0          1     
157            82                  1          1          1     
158            54                  1          0          0     
159            15                  1          1          1     
160            98                  1          1          0     
161            19                  1          1          1     
162            96                  1          0          0     
163            47                  1          0          1     
164            77                  1          0          0     
165            10                  1          0          0     
166            24                  1          1          0     
167            98                  1          1          0     
168            101                 1          0          0     
169            25                  1          1          1     
170            30                  1          0          0     
171            29                  1          0          0     
172            53                  1          1          0     
173            41                  1          0          0     
174            31                  1          0          0     
175            29                  1          0          0     
176            83                  1          1          0     
177            103                 1          1          1     
178            12                  1          0          0     
179            20                  1          0          1     
180            82                  1          0          1     
181            102                 1          0          0     
182            41                  1          0          0     
183            86                  1          1          1     
184            38                  1          0          0     
185            52                  1          1          1     
186            38                  1          0          0     
187            58                  1          0          1     
188            90                  1          1          0     
189            66                  1          0          1     
190            64                  1          1          1     
191            29                  1          0          0     
192            39                  1          1          0     
193            72                  1          0          0     
194            42                  1          0          0     
195            42                  1          0          0     
196            39                  1          0          0     
197            86                  1          1          1     
198            4                   1          0          0     
199            37                  1          1          0     
200            42                  1          0          0     
201            29                  1          0          0     
202            79                  1          0          0     
203            45                  1          0          0     
204            70                  1          0          0     
205            87                  1          1          0     
206            98                  1          0          0     
207            54                  1          0          0     
208            9                   1          0          0     
209            14                  1          0          0     
210            17                  1          1          0     
211            44                  1          0          1     
212            108                 1          0          1     
213            69                  1          0          1     
214            99                  1          0          1     
215            107                 1          1          0     
216            54                  1          0          0     
217            14                  1          0          0     
218            42                  1          0          0     
219            47                  1          0          1     
220            52                  1          1          1     
221            16                  1          0          0     
222            3                   1          0          0     
223            74                  1          1          0     
224            52                  1          1          1     
225            86                  1          1          1     
226            95                  1          0          0     
227            67                  1          0          0     
228            76                  1          0          1     
229            28                  1          0          1     
230            52                  1          1          1     
231            111                 1          0          0     
232            7                   1          1          0     
233            4                   1          0          0     
234            42                  1          0          0     
235            68                  1          0          0     
236            98                  1          0          0     
237            86                  1          0          1     
238            30                  1          1          0     
239            100                 1          0          0     
240            38                  1          0          0     
241            102                 1          1          0     
242            52                  1          1          1     
243            98                  1          1          0     
244            100                 1          0          0     
245            31                  1          0          0     
246            86                  1          1          1     
247            77                  1          0          0     
248            80                  1          0          0     
249            76                  1          0          1     
250            49                  1          0          0     
251            47                  1          0          1     
252            17                  1          0          0     
253            23                  1          1          1     
254            39                  1          0          0     
255            64                  1          0          1     
256            16                  1          0          0     
257            42                  1          0          0     
