3.2310	0.6905	2.8959	0.6166	0.4629	1.4404	0.5464	0.2455	
0.3231	1.0851	0.6435	0.7194	0.1424	0.3131	0.0465	0.8594	
0.0000	0.8549	0.6435	0.4111	0.2374	0.4854	0.2635	0.4911	
0.6462	0.5919	0.6435	1.0277	1.1276	1.7536	0.0620	1.3505	
0.0000	0.0658	0.9653	0.3083	0.5341	0.4384	2.4570	1.4733	
1.2924	1.7427	0.6435	0.3083	2.4927	0.5323	0.7867	0.9822	
1.6155	1.6440	0.1609	0.3083	2.4927	0.4854	0.9262	1.2277	
1.6155	2.0386	0.6435	1.1305	2.4927	1.2995	2.0656	0.4911	
0.0000	0.8549	1.6088	1.5416	0.0712	0.0470	0.2248	0.9822	
0.0000	2.1044	0.9653	1.1305	0.2137	1.0177	0.0504	2.2099	
0.0000	0.9864	1.6088	0.7194	0.6647	0.4227	0.2325	1.4733	
0.0000	0.5261	0.9653	0.5139	0.7715	0.4854	0.7363	0.2455	
2.2617	0.2630	0.0000	1.2333	0.1899	0.4854	0.2480	0.3683	
0.0000	0.7234	1.4479	0.3083	0.6647	1.2525	0.2480	0.0000	
0.9693	0.4274	0.8044	1.3360	4.3325	0.4384	0.0504	0.7366	
0.6462	2.7620	2.4132	0.9249	0.6884	1.8318	0.6704	0.2455	
1.2924	0.5261	0.4826	0.7194	0.1306	0.0157	0.6046	0.6139	
0.6462	0.6247	0.4826	0.4111	1.3175	1.8318	1.9920	1.2277	
3.8772	0.3946	0.6435	1.2333	0.8428	0.3444	0.0620	0.0000	
1.6155	0.8878	3.3785	1.6444	0.3561	2.3798	0.4728	1.4733	
3.2310	0.0329	0.1609	1.7471	0.6172	1.8318	0.7673	0.2455	
0.0000	1.0522	0.6435	0.2055	0.3324	0.4540	2.0656	0.8594	
0.3231	0.7891	0.4826	1.2333	0.1899	0.3444	0.5658	1.2277	
0.0000	1.6440	0.4826	0.2055	0.2137	0.9081	0.6046	1.4733	
0.0000	0.0658	0.3218	0.7194	0.7834	0.7985	0.5736	1.4733	
0.6462	0.7563	0.8044	0.9249	1.3769	0.9864	1.4765	0.4911	
0.0000	0.2630	2.8959	1.0277	0.8309	0.3131	1.7672	1.3505	
1.2924	0.4932	0.0000	1.5416	1.3175	0.5323	0.1550	0.8594	
