0.7225	0.8073	0.9065	0.9884	0.7076	1.1966	2.3523	0.9289	
1.7474	1.0403	1.9373	1.0083	0.2560	2.0443	2.4385	0.9228	
0.6661	1.1467	0.5911	0.6293	1.1057	1.4618	1.1061	1.0087	
0.6257	1.7967	2.2538	0.7321	0.4209	1.1217	1.0506	0.8980	
1.7324	0.2726	1.2066	1.0341	0.7278	1.2704	1.5220	0.6554	
0.6854	0.6206	2.0822	0.6680	1.3258	1.6142	1.3428	0.7885	
0.6045	0.5517	2.5615	0.8826	0.2312	0.7641	0.9587	1.9109	
1.0470	1.5945	0.8282	1.0213	1.1452	0.7733	1.3774	1.2246	
1.1872	0.9840	1.3532	0.8490	0.8709	0.5967	1.8433	0.9043	
1.3419	1.1185	1.6308	0.8076	1.3335	1.3225	1.5827	0.8004	
1.3322	1.2510	2.5361	0.5190	0.7439	2.4447	1.2551	1.2445	
0.1616	0.9470	0.9786	0.9278	0.9101	0.8489	1.3428	1.0947	
1.6554	1.1225	1.9539	1.7418	0.3934	0.9789	2.9754	1.0895	
1.0217	0.7321	0.3858	1.2492	0.6405	2.7683	1.6221	1.5710	
0.3231	1.3487	2.8315	0.6700	0.3834	0.9430	0.8886	1.9538	
0.2285	0.5477	0.9720	0.4567	0.5338	1.2994	1.5198	1.6183	
1.6155	0.6067	3.1227	0.6561	2.2215	0.9996	0.6479	1.0068	
1.9453	0.7936	1.9556	1.4434	0.5445	0.6098	1.5942	0.9022	
1.0217	0.7416	0.5396	0.7008	0.3057	0.3666	0.8658	1.3094	
0.1616	0.9044	2.9292	1.1752	0.3656	0.9225	2.3148	0.8461	
1.6475	0.4198	0.7757	1.6168	1.3312	2.0667	1.2124	1.2847	
1.2089	0.9354	2.3397	0.4955	0.6567	0.5545	1.2235	1.0143	
1.0344	0.5233	0.8551	0.7102	0.5013	0.6158	1.0173	1.5074	
0.8078	0.5688	0.6730	0.5389	0.9174	1.2958	2.1625	1.3849	
1.8420	0.4371	0.7963	1.3181	1.6882	1.5422	0.9060	1.4885	
1.1423	0.7157	1.7770	1.4101	0.3629	0.7213	2.2540	1.4948	
0.3957	0.8431	4.0875	1.4697	1.0107	1.8267	1.3925	0.8896	
1.6475	1.2033	1.1175	0.8675	0.3412	1.1242	1.4984	0.6668	
0.5596	1.3694	3.0387	0.9613	0.8341	1.7468	1.8654	1.1484	
1.3419	0.9218	0.8203	0.8349	2.1340	1.4222	0.9846	1.1744	
1.8978	1.2871	1.8589	1.0594	0.7451	2.2569	1.8097	0.8594	
2.0625	0.5139	3.3225	1.3131	1.5906	1.4568	1.9179	1.6483	
0.8700	1.1291	1.8023	0.8583	0.4828	1.3282	1.6928	0.9917	
0.5825	1.5471	1.0015	1.0901	0.7877	0.7535	0.2301	1.1451	
0.3612	1.0923	0.5631	1.0606	2.8153	0.9620	1.1309	1.1792	
0.7403	0.8336	0.7757	0.8736	0.7294	0.9218	0.3873	1.3151	
0.7225	0.7269	1.7806	1.2650	1.1168	2.3077	1.0976	1.2891	
1.3516	0.8525	2.1540	1.4119	1.0970	0.7232	1.0430	1.7417	
1.4894	1.1217	0.4332	1.2429	0.4189	1.6493	1.2052	1.0363	
1.9983	0.7418	1.3218	1.5459	0.6601	0.7547	1.2928	0.8372	
1.1872	1.3941	0.8004	0.9736	0.5265	1.7490	0.6739	0.3306	
1.1761	1.8090	0.5911	0.8945	0.2055	1.5125	0.6367	0.2813	
0.9420	0.8509	1.5135	0.8974	0.7022	2.0466	2.1532	1.9910	
1.9183	1.2260	1.0762	1.0997	0.7807	0.4566	2.2999	1.4025	
1.0217	1.6579	0.4759	1.2439	0.6287	1.4164	1.4984	0.8461	
1.4540	1.1938	1.8779	1.4525	2.4232	1.7739	1.6954	1.3350	
1.6316	1.2480	3.5758	1.4063	0.7051	1.7572	2.0531	0.7493	
0.6045	0.5859	2.3998	1.3988	1.0108	1.0142	0.7926	1.0161	
0.3957	0.8362	1.7102	1.3997	1.3232	1.3916	0.9893	1.0721	
0.6661	0.7502	2.2581	0.9120	2.7163	1.7310	0.9354	1.0327	
1.1309	0.3518	3.3766	1.6012	1.3085	2.6531	1.5810	1.3685	
0.9420	0.3993	1.7513	1.3537	2.1948	0.6063	2.7766	1.6845	
1.2197	1.0279	2.7819	1.1785	0.9204	1.3566	1.1877	0.9001	
2.2268	0.8541	1.1461	0.9545	0.9534	0.8840	0.7719	1.1219	
0.5109	0.8673	3.0323	0.7447	0.7628	1.0570	0.8712	1.2729	
1.1761	1.4025	2.7231	0.9503	1.7444	1.0995	1.2233	1.0721	
0.5109	0.5604	1.5305	0.6293	0.6920	0.5701	1.1328	2.0164	
1.6316	1.2296	2.5053	1.1952	0.7479	2.2213	0.6421	0.9084	
0.3612	0.5801	2.2795	1.2460	2.2255	1.4965	1.0594	1.1286	
0.5596	1.5448	2.3876	0.8751	0.6520	2.2706	1.5957	0.8236	
1.6236	1.2809	2.2249	1.4185	0.5832	0.5709	0.8944	1.2169	
0.5109	0.7604	0.8437	1.2397	0.7401	1.0842	0.5020	1.1269	
0.1616	1.2065	0.8321	0.8490	0.5524	1.7463	0.9669	1.9295	
0.2798	0.7157	1.6525	0.7447	0.4481	0.9148	1.3039	1.3365	
0.7403	1.0632	0.3773	0.9335	0.4580	1.0918	1.4225	0.4794	
2.0178	0.4702	2.1674	0.8930	2.2349	1.1171	1.1093	1.3477	
0.3612	0.8195	0.4102	0.9911	0.4664	1.0835	1.5094	0.8439	
1.2197	1.1090	3.2487	1.8873	0.6958	1.0388	1.5820	1.5099	
0.3957	1.7756	2.5143	0.9777	0.8480	0.7647	1.9341	1.6391	
0.3612	0.5861	0.8664	1.4580	0.4002	0.7143	1.7945	0.9269	
1.1872	1.1549	1.8519	1.0122	1.1131	0.4478	1.4216	1.1550	
1.3025	0.9838	0.5396	1.0606	0.8949	2.7435	2.3851	1.6665	
1.1872	1.0196	2.7644	0.6856	1.5284	2.1237	1.4460	1.0087	
1.3025	1.4156	1.1740	1.0405	0.6684	0.7280	1.1524	0.9370	
0.7042	1.6904	2.2220	0.7827	0.4992	0.9876	1.1521	1.4065	
1.3803	0.4233	1.9070	0.8206	0.7568	0.4805	2.0592	0.5559	
0.9959	0.9834	1.7532	0.8690	0.8131	1.7589	1.4271	0.7642	
2.2790	0.5681	1.2305	0.7046	0.6455	1.2877	0.4362	1.2490	
1.3803	1.6664	1.9539	0.8490	1.3325	1.6475	1.5629	1.0947	
2.6249	0.7254	0.8848	1.1952	2.4165	1.0107	1.0949	1.2169	
0.5825	1.1467	2.2365	0.8270	0.8261	0.3319	1.5299	0.8789	
0.9959	1.4773	1.3267	0.6932	0.6915	0.5243	1.4626	1.0161	
1.1423	1.3042	2.3795	0.9545	0.6479	1.0162	0.9987	1.0773	
0.4847	1.4017	0.5213	0.9447	0.2811	1.3993	0.9628	0.8304	
0.6045	0.6621	2.7444	1.2650	1.4907	1.1326	0.2310	0.7667	
0.9693	0.7784	3.1206	0.9696	0.5665	1.0990	1.0144	0.6139	
2.0562	1.0574	2.3439	0.4509	0.8142	1.1784	1.1701	1.4898	
0.3957	0.6061	1.1088	0.4046	0.5448	0.9122	1.0426	1.0947	
0.6462	0.9453	2.0508	1.0997	1.3921	1.0329	1.0698	0.9936	
0.9280	0.5049	1.4876	1.2805	0.7924	1.2806	1.4069	1.0087	
0.8700	0.3179	1.9456	1.1718	0.2658	0.9605	2.6064	1.1385	
0.5358	0.9418	1.0971	1.4185	2.6511	1.5931	1.2154	0.8372	
1.2721	0.6107	1.4920	0.9503	0.6008	0.9650	1.3447	1.0235	
1.8134	0.5859	0.8475	0.4765	0.8521	0.4111	1.0029	1.3180	
0.3612	0.9269	0.5396	0.9278	1.6693	1.1432	1.5363	1.3849	
0.1616	1.4596	0.7631	0.3880	0.9632	2.1622	1.3007	1.1598	
0.7577	0.7910	2.0207	0.5487	0.4636	1.1128	1.7817	0.8439	
0.6661	1.6011	2.6165	1.1661	0.4190	0.9492	1.5369	1.3463	
0.9827	0.7176	0.9065	1.0742	0.3877	1.1288	1.9227	0.8439	
1.1309	1.1109	1.7290	1.2566	0.7701	1.0931	0.9818	1.2169	
