--- Session started : 2021-08-26-172829
Algorithm being used is 'Replace Missing Values With Modal'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              658                 1          0          1     
1              434                 1          0          0     
2              95                  1          0          0     
3              660                 1          0          1     
4              415                 1          0          0     
5              459                 1          0          0     
6              405                 1          1          1     
7              337                 1          0          0     
8              511                 1          0          1     
9              650                 1          0          0     
10             687                 1          0          0     
11             70                  1          0          0     
12             520                 1          1          0     
13             263                 1          0          0     
14             562                 1          0          0     
15             646                 1          0          1     
16             458                 1          0          0     
17             73                  1          0          0     
18             719                 1          0          0     
19             236                 1          1          0     
20             413                 1          1          1     
21             231                 1          0          1     
22             520                 1          1          0     
23             357                 1          0          0     
24             60                  1          0          0     
25             135                 1          1          0     
26             461                 1          1          1     
27             363                 1          0          0     
28             696                 1          1          0     
29             397                 1          0          1     
30             620                 1          0          0     
31             102                 1          0          1     
32             621                 1          0          1     
33             728                 1          0          0     
34             320                 1          0          0     
35             456                 1          0          1     
36             714                 1          1          1     
37             97                  1          0          0     
38             167                 1          0          0     
Prediction accuracy  = 25 out of 39 (64.10%)
--- Session ended : 2021-08-26-172829
