1.8673	1.2882	2.1161	1.0091	0.6687	1.4239	1.0134	1.7232	
0.8301	1.1317	0.7013	1.2828	1.1756	1.8128	1.3375	0.9929	
0.8670	0.8597	1.3970	1.4233	0.7878	1.2744	1.3572	0.6212	
0.6298	0.9054	1.9612	0.8817	0.7540	0.9106	1.2063	1.0064	
1.6974	1.2842	0.4718	1.1655	2.2073	0.8811	1.4676	0.7138	
0.5407	1.5318	2.1222	1.0318	0.7761	2.5041	0.5495	1.0417	
2.0074	1.2461	1.5598	1.4016	0.4915	1.3453	1.2932	2.1976	
1.4947	0.9143	2.2615	0.3619	0.5765	1.1941	1.8637	1.5126	
1.3708	1.0620	0.2158	0.7411	1.2953	1.8326	1.3907	1.3616	
0.6462	1.1437	1.6328	1.2886	0.5804	1.0029	1.3868	1.4599	
0.4087	0.9965	2.8253	1.0886	0.6412	1.0372	0.2385	0.6923	
0.8670	1.2730	1.4479	0.8222	0.4928	1.8385	0.8463	1.0242	
1.7158	1.8688	1.3765	1.1417	1.0385	0.4373	1.6823	1.1346	
0.7781	0.9592	2.0120	1.1941	1.2879	1.5398	1.2151	0.7784	
0.6130	1.2874	1.4408	0.7425	0.9325	0.9447	2.2343	0.9414	
0.8789	1.1622	2.1632	1.5443	1.2689	1.5520	2.1929	1.0829	
0.5958	0.9931	1.7056	1.0905	0.8691	1.4279	1.2837	1.0731	
2.3074	0.4868	0.7231	1.1627	0.6399	0.8002	0.5003	1.2876	
1.2514	0.6546	1.1557	1.2221	0.9856	1.0070	1.8279	1.3482	
0.8045	0.4991	2.3102	0.8805	1.1699	1.2090	1.8139	1.2387	
0.5596	1.0125	0.7477	1.4366	2.2218	0.9606	1.1739	0.4880	
1.3164	1.2956	1.4497	0.5014	0.6760	1.5013	1.9578	1.0801	
0.8670	0.9774	2.3699	0.9295	0.6850	2.1876	1.6932	0.8181	
0.3231	0.9592	1.6008	0.7046	0.3369	1.7219	0.7660	1.1212	
1.3005	1.4547	0.6633	0.8362	1.2676	1.3140	1.0456	1.1660	
1.9169	0.8550	0.5088	1.4241	0.6229	0.9933	2.2336	0.8768	
1.1378	0.9080	0.8513	0.7800	0.7300	1.1022	2.7593	1.0547	
0.4569	0.5004	3.2449	1.1968	0.9130	0.9681	1.7355	1.1878	
0.4335	0.5060	2.6514	1.1249	0.4783	1.4024	1.1814	0.7861	
2.2617	1.1938	2.0414	1.5518	0.4024	2.3160	2.3926	0.9791	
1.5630	0.8477	0.8140	1.0571	2.2548	1.0102	1.5438	1.2935	
2.1914	1.2382	0.8574	0.8995	0.5375	2.3020	1.3427	0.7687	
2.4179	1.2405	0.6231	0.6435	0.4823	1.5663	2.1166	0.8853	
0.8301	0.9202	1.4227	0.7120	0.3146	1.0088	2.4939	1.3527	
0.4569	0.6061	1.4798	0.7921	0.5458	0.7129	1.2229	1.4763	
2.2292	1.2991	1.4426	1.2926	0.3939	0.8768	1.4605	0.3921	
1.1285	1.5046	1.0426	0.8450	0.7582	1.3986	2.0337	1.1372	
1.4806	1.0840	2.8572	1.3016	0.7344	0.6851	0.2828	1.1890	
1.7097	1.3893	0.4663	0.6565	0.5765	1.0039	1.4261	0.8290	
1.8784	0.7189	1.8301	0.8000	1.2198	0.7589	1.1160	1.7362	
1.1827	0.9762	0.5665	1.3758	0.6568	1.8577	2.1511	1.6526	
1.6090	1.6537	2.1823	0.4993	0.6924	0.7573	1.6886	1.3016	
2.2892	1.0679	0.2692	1.4563	1.3186	0.8913	0.6129	0.9745	
1.1739	0.7604	1.5681	0.4137	1.3133	0.9537	1.5224	0.9714	
1.1378	0.9922	2.1656	0.9652	1.2946	0.8988	1.0901	0.9154	
