--- Session started : 2021-08-29-123659
Algorithm being used is 'Replace Missing Values With Modal'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              80                  1          0          0     
1              238                 1          0          0     
2              80                  1          0          0     
3              72                  1          0          1     
4              218                 1          0          0     
5              25                  1          0          1     
6              115                 1          0          0     
7              230                 1          0          0     
8              16                  1          1          1     
9              238                 1          0          0     
10             231                 1          1          0     
11             86                  1          1          1     
12             222                 1          0          0     
13             214                 1          0          0     
14             99                  1          1          1     
15             215                 1          1          0     
16             171                 1          0          0     
17             205                 1          0          0     
18             164                 1          0          0     
19             37                  1          0          0     
20             210                 1          1          1     
21             214                 1          1          0     
22             49                  1          1          0     
23             137                 1          1          1     
24             238                 1          0          0     
25             256                 1          1          0     
26             230                 1          1          0     
27             80                  1          0          0     
28             254                 1          0          0     
29             61                  1          1          0     
30             250                 1          1          0     
31             38                  1          1          0     
32             148                 1          0          0     
33             32                  1          1          1     
34             222                 1          0          0     
35             95                  1          1          1     
36             241                 1          0          0     
37             193                 1          0          0     
38             84                  1          0          0     
39             23                  1          0          0     
40             253                 1          0          0     
41             195                 1          0          1     
42             173                 1          0          0     
43             139                 1          1          1     
44             99                  1          1          1     
45             91                  1          1          0     
46             204                 1          0          0     
47             173                 1          0          0     
48             41                  1          0          0     
49             136                 1          1          1     
50             160                 1          0          0     
51             267                 1          0          1     
52             246                 1          0          1     
53             198                 1          0          0     
54             182                 1          1          1     
55             218                 1          1          0     
56             123                 1          1          0     
57             94                  1          0          0     
58             134                 1          0          1     
59             132                 1          1          0     
60             55                  1          0          1     
61             225                 1          0          0     
62             203                 1          1          0     
63             73                  1          0          1     
64             179                 1          0          1     
65             133                 1          0          0     
66             253                 1          1          0     
67             207                 1          1          1     
68             257                 1          0          1     
69             220                 1          0          0     
70             131                 1          1          0     
71             158                 1          0          0     
72             219                 1          1          1     
73             229                 1          1          0     
74             221                 1          1          0     
75             123                 1          1          0     
76             225                 1          0          0     
77             243                 1          0          0     
78             229                 1          0          0     
79             219                 1          0          1     
80             115                 1          0          0     
81             73                  1          1          1     
82             21                  1          1          0     
83             61                  1          0          0     
84             262                 1          1          1     
85             132                 1          1          0     
86             262                 1          0          1     
87             68                  1          1          1     
88             240                 1          1          1     
89             234                 1          1          0     
90             49                  1          0          0     
91             79                  1          0          0     
92             207                 1          1          1     
93             190                 1          0          0     
94             14                  1          0          0     
95             77                  1          1          0     
96             152                 1          0          0     
97             114                 1          0          1     
98             139                 1          0          1     
99             113                 1          1          0     
100            174                 1          1          1     
101            128                 1          1          1     
102            193                 1          0          0     
103            11                  1          0          1     
104            114                 1          0          1     
