--- Session started : 2021-08-29-122901
Algorithm being used is 'Replace Missing Values With Modal'

Test Record    Best Match     Similarity  Predicted   Calculated  
Number         Record         Measure     Outcome     Outcome     
0              278                 1          1          0     
1              347                 1          1          0     
2              145                 1          0          1     
3              553                 1          0          1     
4              207                 1          0          0     
5              216                 1          0          1     
6              0                   1          1          1     
7              390                 1          0          0     
8              182                 1          0          1     
9              307                 1          0          1     
10             313                 1          1          0     
11             555                 1          0          0     
12             362                 1          0          0     
13             170                 1          0          0     
14             447                 1          0          0     
15             495                 1          0          0     
16             332                 1          0          0     
17             402                 1          0          1     
18             375                 1          0          1     
19             525                 1          0          0     
20             445                 1          1          1     
21             148                 1          0          1     
22             388                 1          1          0     
23             282                 1          0          0     
24             21                  1          1          0     
25             426                 1          1          1     
26             265                 1          0          1     
27             169                 1          0          0     
28             422                 1          1          0     
29             514                 1          1          1     
30             169                 1          0          0     
31             331                 1          0          0     
32             49                  1          1          0     
33             482                 1          0          0     
34             524                 1          0          1     
35             524                 1          0          1     
36             575                 1          0          0     
37             227                 1          0          1     
38             471                 1          1          0     
39             540                 1          0          0     
40             509                 1          0          0     
41             282                 1          0          0     
42             157                 1          1          1     
43             481                 1          1          1     
44             209                 1          0          0     
45             537                 1          1          0     
46             553                 1          0          1     
47             236                 1          1          1     
48             485                 1          0          1     
49             309                 1          0          0     
50             358                 1          0          0     
51             164                 1          1          1     
52             568                 1          0          0     
53             323                 1          0          0     
54             23                  1          1          1     
55             446                 1          0          0     
56             182                 1          1          1     
57             529                 1          0          1     
58             448                 1          0          1     
59             105                 1          0          0     
60             455                 1          1          1     
61             209                 1          1          0     
62             46                  1          1          0     
63             171                 1          0          0     
64             169                 1          0          0     
65             415                 1          0          0     
66             565                 1          1          1     
67             135                 1          0          1     
68             108                 1          1          0     
69             76                  1          1          1     
70             150                 1          0          0     
71             90                  1          0          0     
72             95                  1          1          1     
73             406                 1          0          0     
74             13                  1          1          0     
75             569                 1          0          1     
76             535                 1          0          0     
77             57                  1          0          0     
78             468                 1          1          0     
79             49                  1          0          0     
80             216                 1          0          1     
81             207                 1          0          0     
82             162                 1          0          1     
83             403                 1          0          0     
84             220                 1          1          1     
85             57                  1          0          0     
86             158                 1          1          0     
87             316                 1          1          1     
88             436                 1          0          1     
89             376                 1          0          0     
90             212                 1          1          1     
91             510                 1          1          1     
92             406                 1          0          0     
93             234                 1          0          0     
94             405                 1          1          1     
95             512                 1          0          1     
96             75                  1          1          1     
97             105                 1          0          0     
98             342                 1          0          0     
99             23                  1          0          1     
100            0                   1          1          1     
101            311                 1          0          0     
102            62                  1          0          1     
103            365                 1          0          1     
104            191                 1          0          1     
105            504                 1          0          0     
106            488                 1          0          0     
107            8                   1          0          0     
108            53                  1          0          0     
109            411                 1          1          0     
110            22                  1          0          0     
111            14                  1          1          0     
112            63                  1          0          0     
113            388                 1          0          0     
114            75                  1          1          1     
115            512                 1          1          1     
116            390                 1          0          0     
117            147                 1          0          1     
118            302                 1          1          1     
119            393                 1          0          0     
120            573                 1          0          0     
121            119                 1          0          0     
122            206                 1          0          0     
123            528                 1          0          0     
124            230                 1          0          0     
125            127                 1          0          0     
126            474                 1          0          0     
127            564                 1          1          0     
128            381                 1          1          0     
129            356                 1          1          0     
130            280                 1          1          1     
131            76                  1          1          1     
132            574                 1          1          1     
133            152                 1          0          0     
134            522                 1          0          0     
135            251                 1          0          0     
136            419                 1          1          1     
137            21                  1          0          0     
138            150                 1          0          0     
139            279                 1          1          0     
140            491                 1          0          0     
141            22                  1          0          0     
142            506                 1          0          0     
143            55                  1          0          0     
144            529                 1          1          1     
145            198                 1          1          0     
146            75                  1          0          1     
147            295                 1          0          0     
148            33                  1          1          0     
149            93                  1          0          0     
150            448                 1          0          1     
151            150                 1          1          0     
152            135                 1          0          1     
153            182                 1          0          1     
154            393                 1          0          0     
155            112                 1          0          0     
156            424                 1          0          0     
157            120                 1          0          0     
158            167                 1          0          0     
159            464                 1          1          0     
160            401                 1          1          1     
161            268                 1          0          0     
162            427                 1          0          0     
163            452                 1          0          0     
164            569                 1          1          1     
165            195                 1          1          0     
166            343                 1          0          0     
167            71                  1          1          0     
168            120                 1          0          0     
169            126                 1          1          0     
170            289                 1          1          1     
171            458                 1          0          0     
172            263                 1          0          0     
173            194                 1          0          0     
174            455                 1          0          1     
175            331                 1          0          0     
176            458                 1          1          0     
177            405                 1          1          1     
178            55                  1          0          0     
179            120                 1          0          0     
180            458                 1          1          0     
181            457                 1          1          0     
182            78                  1          1          0     
183            568                 1          0          0     
184            80                  1          0          0     
185            13                  1          1          0     
186            360                 1          1          0     
187            149                 1          0          0     
188            410                 1          0          0     
189            48                  1          0          1     
190            397                 1          0          0     
191            122                 1          0          0     
Prediction accuracy  = 125 out of 192 (65.10%)
--- Session ended : 2021-08-29-122901
